PassengerId,Survived,Age,Fare,Family,IsMale,Embarked_C,Embarked_Q,Embarked_S,Location_A,Location_B,Location_C,Location_D,Location_E,Location_F,Location_G,Location_T,Location_U,Pclass_1,Pclass_2,Pclass_3
63,False,45.0,83.475,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
64,False,4.0,27.9,5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
65,False,37.0,27.7208,0,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
66,True,24.0,15.2458,2,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
67,True,29.0,10.5,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
68,False,19.0,8.1583,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
69,True,17.0,7.925,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
70,False,26.0,8.6625,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
71,False,32.0,10.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
72,False,16.0,46.9,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
73,False,21.0,73.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
74,False,26.0,14.4542,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
75,True,32.0,56.4958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
76,False,25.0,7.65,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
77,False,24.0,7.8958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
78,False,24.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
79,True,0.83,29.0,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
80,True,30.0,12.475,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
81,False,22.0,9.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
82,True,29.0,9.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
83,True,24.0,7.7875,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
84,False,28.0,47.1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
85,True,17.0,10.5,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
86,True,33.0,15.85,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
87,False,16.0,34.375,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
88,False,24.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
89,True,23.0,263.0,5,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
90,False,24.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
91,False,29.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
92,False,20.0,7.8542,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
93,False,46.0,61.175,1,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
94,False,26.0,20.575,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
95,False,59.0,7.25,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
96,False,24.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
97,False,71.0,34.6542,0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
98,True,23.0,63.3583,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
99,True,34.0,23.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
100,False,34.0,26.0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
101,False,28.0,7.8958,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
102,False,24.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
103,False,21.0,77.2875,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
104,False,33.0,8.6542,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
105,False,37.0,7.925,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
106,False,28.0,7.8958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
107,True,21.0,7.65,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
108,True,24.0,7.775,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
109,False,38.0,7.8958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
110,True,24.0,24.15,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
111,False,47.0,60.287499999999994,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
112,False,14.5,14.4542,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
113,False,22.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
114,False,20.0,9.825,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
115,False,17.0,14.4583,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
116,False,21.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
117,False,70.5,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
118,False,29.0,21.0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
119,False,24.0,247.5208,1,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
120,False,2.0,31.275,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
121,False,21.0,73.5,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
122,False,24.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
123,False,32.5,30.0708,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
124,True,32.5,13.0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
125,False,54.0,77.2875,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
126,True,12.0,11.2417,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
127,False,24.0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
128,True,24.0,7.1417,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
129,True,24.0,22.3583,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
130,False,45.0,6.975,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
131,False,33.0,8.05,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
132,False,20.0,7.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
133,False,47.0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
134,True,29.0,26.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
135,False,25.0,13.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
136,False,23.0,15.0458,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
137,True,19.0,26.2833,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
138,False,37.0,53.1,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
139,False,16.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
140,False,24.0,60.287499999999994,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
141,False,24.0,15.2458,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
142,True,22.0,7.75,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
143,True,24.0,15.85,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
144,False,19.0,6.75,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
145,False,18.0,14.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
146,False,19.0,36.75,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
147,True,27.0,7.7958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
148,False,9.0,34.375,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
149,False,36.5,26.0,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
150,False,42.0,13.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
151,False,51.0,12.525,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
152,True,22.0,60.287499999999994,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
153,False,55.5,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
154,False,40.5,14.5,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
155,False,24.0,7.3125,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
156,False,51.0,60.287499999999994,1,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
157,True,16.0,7.7333,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
158,False,30.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
159,False,24.0,8.6625,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
160,False,24.0,69.55,10,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
161,False,44.0,16.1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
162,True,40.0,15.75,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
163,False,26.0,7.775,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
164,False,17.0,8.6625,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
165,False,1.0,39.6875,5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
166,True,9.0,20.525,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
167,True,37.0,55.0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
168,False,45.0,27.9,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
169,False,37.0,25.925,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
170,False,28.0,56.4958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
171,False,61.0,33.5,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
172,False,4.0,29.125,5,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
173,True,1.0,11.1333,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
174,False,21.0,7.925,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
175,False,56.0,30.6958,0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
176,False,18.0,7.8542,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
177,False,24.0,25.4667,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
178,False,50.0,28.7125,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
179,False,30.0,14.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
180,False,36.0,0.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
181,False,24.0,69.55,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
182,False,29.0,15.05,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
183,False,9.0,31.3875,6,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
184,True,1.0,39.0,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
185,True,4.0,22.025,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
186,False,37.0,50.0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
187,True,24.0,8.05,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
188,True,45.0,26.55,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
189,False,40.0,15.5,2,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
190,False,36.0,7.8958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
191,True,32.0,13.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
192,False,19.0,13.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
193,True,19.0,7.8542,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
194,True,3.0,26.0,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
195,True,44.0,60.287499999999994,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
196,True,58.0,146.5208,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
197,False,24.0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
198,False,42.0,8.05,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
199,True,24.0,7.75,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
200,False,24.0,13.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
201,False,28.0,9.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
202,False,24.0,69.55,10,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
203,False,34.0,6.4958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
204,False,45.5,7.225,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
205,True,18.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
206,False,2.0,8.05,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
207,False,32.0,15.85,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
208,True,26.0,18.7875,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
209,True,16.0,8.05,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
210,True,40.0,31.0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
211,False,24.0,7.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
212,True,35.0,21.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
213,False,22.0,7.25,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
214,False,30.0,13.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
215,False,24.0,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
216,True,31.0,113.275,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
217,True,27.0,7.925,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
218,False,42.0,27.0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
219,True,32.0,76.2917,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
220,False,30.0,10.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
221,True,16.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
222,False,27.0,14.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
223,False,51.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
224,False,24.0,7.8958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
225,True,38.0,90.0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
226,False,22.0,9.35,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
227,True,19.0,10.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
228,False,20.5,7.25,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
229,False,18.0,13.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
230,False,24.0,25.4667,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
231,True,35.0,83.475,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
232,False,29.0,7.775,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
233,False,59.0,13.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
234,True,5.0,31.3875,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
235,False,24.0,10.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
236,False,24.0,7.55,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
237,False,44.0,26.0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
238,True,8.0,26.25,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
239,False,19.0,10.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
240,False,33.0,12.275,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
241,False,24.0,14.4542,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
242,True,24.0,15.5,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
243,False,29.0,10.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
244,False,22.0,7.125,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
245,False,30.0,7.225,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
246,False,44.0,90.0,2,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
247,False,25.0,7.775,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
248,True,24.0,14.5,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
249,True,37.0,52.5542,2,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
250,False,54.0,14.0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
251,False,24.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
252,False,29.0,10.4625,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
253,False,62.0,26.55,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
254,False,30.0,16.1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
255,False,41.0,20.2125,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
256,True,29.0,15.2458,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
257,True,37.0,79.2,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
258,True,30.0,60.287499999999994,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
259,True,35.0,512.3292,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
260,True,50.0,26.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
261,False,24.0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
262,True,3.0,31.3875,6,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
263,False,52.0,79.65,2,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
264,False,40.0,60.287499999999994,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
265,False,24.0,7.75,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
266,False,36.0,10.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
267,False,16.0,39.6875,5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
268,True,25.0,7.775,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
269,True,58.0,153.4625,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
270,True,35.0,135.6333,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
271,False,37.0,60.287499999999994,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
272,True,25.0,0.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
273,True,41.0,19.5,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
274,False,37.0,29.7,1,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
275,True,24.0,7.75,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
276,True,63.0,77.9583,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
277,False,45.0,7.75,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
278,False,29.0,0.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
279,False,7.0,29.125,5,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
280,True,35.0,20.25,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
281,False,65.0,7.75,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
282,False,28.0,7.8542,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
283,False,16.0,9.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
284,True,19.0,8.05,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
285,False,37.0,26.0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
286,False,33.0,8.6625,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
287,True,30.0,9.5,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
288,False,22.0,7.8958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
289,True,42.0,13.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
290,True,22.0,7.75,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
291,True,26.0,78.85,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
292,True,19.0,91.0792,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
293,False,36.0,12.875,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
294,False,24.0,8.85,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
295,False,24.0,7.8958,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
296,False,37.0,27.7208,0,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
